지방청,총괄국명,관내국,우편번호,주소,전화번호
충청청,진천우체국,진천우체국,27832,"충청북도 진천군 진천읍 중앙서로 48 ,(읍내리 369-1)",043-532-2005
충청청,진천우체국,진천초평우체국,27858,"충청북도 진천군 초평면 초동로 7, (용정리 594-4)",043-532-6001
충청청,괴산우체국,감물우체국,28006,충청북도 괴산군 감물면 감물로 65,043-833-9100
충청청,괴산우체국,괴산사리우체국,28046,충청북도 괴산군 사리면 모래재로 340,043-836-7100
충청청,괴산우체국,괴산우체국,28035,충청북도 괴산군 괴산읍 읍내로6길 18,043-834-6810
충청청,괴산우체국,도안우체국,27903,충청북도 증평군 도안면 화성로 55,043-836-8100
충청청,괴산우체국,목도우체국,28002,충청북도 괴산군 불정면 목도로 44,043-833-7100
충청청,괴산우체국,문광우체국,28057,충청북도 괴산군 문광면 광덕길 25,043-834-2100
충청청,괴산우체국,소수우체국,28041,충청북도 괴산군 소수면 소수로 146-1,043-832-8100
충청청,괴산우체국,연풍우체국,28013,충청북도 괴산군 연풍면 중앙로 18-1,043-833-5100
충청청,괴산우체국,장연우체국,28009,충청북도 괴산군 장연면 미선로 754,043-832-7100
충청청,괴산우체국,제310군사우편출장소,28024,충북 괴산군 괴산읍 문무로 177,043-832-1380
충청청,괴산우체국,제82군사우편출장소,27913,충북 증평군 증평읍 초평로 1717,043-836-2082
충청청,괴산우체국,증평우체국,27930,충청북도 증평군 증평읍 중앙로 208,043-836-2001
충청청,괴산우체국,청안우체국,28050,충청북도 괴산군 청안면 청안읍내로 36,043-836-9100
충청청,괴산우체국,청천우체국,28063,충청북도 괴산군 청천면 괴산로 1351,043-832-4100
충청청,괴산우체국,칠성우체국,28019,충청북도 괴산군 칠성면 도정로 57,043-832-5100
충청청,음성우체국,금왕우체국,27628,충청북도 음성군 금왕읍 금석로107번길 2-2 (무극리 162-3),043-877-0800
충청청,음성우체국,대소우체국,27668,충청북도 음성군 대소면 오태로 80-6 (오산리 117-4),043-881-7001
충청청,음성우체국,맹동우체국,27733,충청북도 음성군 맹동면 덕금로 413-1 (쌍정리 121-14),043-878-9001
충청청,음성우체국,보천출장소,27726,충청북도 음성군 원남면 보천로 75 (보룡리 339),043-872-7001
충청청,음성우체국,삼성우체국,27649,충청북도 음성군 삼성면 덕호로 3-1 (덕정리 550-2),043-878-5001
충청청,음성우체국,생극우체국,27619,충청북도 음성군 생극면 음성로 1659 (신양리 448-3),043-878-4001
충청청,음성우체국,소이우체국,27712,충청북도 음성군 소이면 소이로 354 (소이우체국),043-872-5001
충청청,음성우체국,음성감곡우체국,27604,충청북도 음성군 감곡면 장감로126번길 2 (왕장리 450-2),043-882-0001
충청청,음성우체국,음성꽃동네우체국,27732,충청북도 음성군 맹동면 꽃동네길 23 (인곡리 산1-73),043-878-9801
충청청,음성우체국,음성동성우체국,27738,충청북도 음성군 맹동면 장성2길 17 (동성리),043-750-7789
충청청,음성우체국,음성보천우편취급국,27726,충청북도 음성군 원남면 보천로 75 (보룡리),043-872-5203
충청청,음성우체국,음성우체국,27703,충청북도 음성군 음성읍 중앙로 94 (음성우체국),043-870-1100
충청청,영동우체국,매곡우체국,29121,충청북도 영동군 매곡면 노천5길 4,043-743-2100
충청청,영동우체국,심천우체국,29103,충청북도 영동군 심천면 심천로 82-1,043-742-6100
충청청,영동우체국,양강우체국,29155,충청북도 영동군 양강면 학산영동로 837,043-742-0100
충청청,영동우체국,영동계산우체국,29144,충청북도 영동군 영동읍 계산로 44,043-744-5901
충청청,영동우체국,영동부용우편취급국,29150,충청북도 영동군 영동읍 매천1길 4 (매천리),043-742-3861
충청청,영동우체국,영동상촌우체국,29123,충청북도 영동군 상촌면 민주지산로 3025,043-743-4100
충청청,영동우체국,영동양산우체국,29161,충청북도 영동군 양산면 송호로 7,043-743-9100
충청청,영동우체국,영동영산우편취급국,29147,충청북도 영동군 영동읍 영산로 52-1,043-744-0209
충청청,영동우체국,영동용산우체국,29110,충청북도 영동군 용산면 용산로 318-1,043-742-9100
충청청,영동우체국,영동우체국,29149,충청북도 영동군 영동읍 난계로 1178,043-740-8910
충청청,영동우체국,용화우체국,29158,충청북도 영동군 용화면 용화양강로 11-9,043-743-7100
충청청,영동우체국,추풍령우체국,29120,충청북도 영동군 추풍령면 추풍령로 461,043-742-3100
충청청,영동우체국,학산우체국,29166,충청북도 영동군 학산면 서산로 22,043-743-6100
충청청,영동우체국,황간우체국,29114,충청북도 영동군 황간면 영동황간로 1665,043-742-4100
충청청,옥천우체국,동이우체국,29024,충청북도 옥천군 동이면 평산4길 6,043-732-3100
충청청,옥천우체국,안남우체국,29010,충청북도 옥천군 안남면 연주길 46,043-732-7100
충청청,옥천우체국,안내우체국,29006,충청북도 옥천군 안내면 현리길 85,043-732-6100
충청청,옥천우체국,옥천군북우체국,29000,충청북도 옥천군 군북면 이백길 3-7,043-732-5211
충청청,옥천우체국,옥천군서우체국,29059,충청북도 옥천군 군서면 성왕로 498,043-732-4100
충청청,옥천우체국,옥천우체국,29037,충청북도 옥천군 옥천읍 중앙로 3,043-730-4000
충청청,옥천우체국,옥천이원우체국,29061,충청북도 옥천군 이원면 묘목로 105,043-732-2100
충청청,옥천우체국,청산우체국,29013,충청북도 옥천군 청산면 지전길 50-9,043-732-8100
충청청,옥천우체국,청성우체국,29017,충청북도 옥천군 청성면 산계길 82,043-732-9100
충청청,보은우체국,내북우체국,28900,충청북도 보은군 내북면 남부로 6268,043-542-0601
충청청,보은우체국,마로우체국,28963,충청북도 보은군 마로면 관기송현로 128,043-542-2601
충청청,보은우체국,보은산외우체국,28903,충청북도 보은군 산외면 구티1길 15,043-542-4601
충청청,보은우체국,보은우체국,28951,충청북도 보은군 보은읍 삼산로5길 4,043-542-2005
충청청,보은우체국,보은원남우체국,28925,충청북도 보은군 삼승면 삼승탄부로 7,043-542-6601
충청청,보은우체국,보은장안우체국,28912,충청북도 보은군 장안면 장안로 10-7,043-542-5601
충청청,보은우체국,보은회인우체국,28929,충청북도 보은군 회인면 회인로1길 4,043-542-9601
충청청,보은우체국,속리산우체국,28908,충청북도 보은군 속리산면 법주사로 274,043-543-3801
충청청,보은우체국,수한우체국,28920,충청북도 보은군 수한면 후평바리미길 6,043-543-3501
충청청,보은우체국,탄부우체국,28960,충청북도 보은군 탄부면 하장3길 6-6,043-542-7601
충청청,보은우체국,회남우체국,28931,충청북도 보은군 회남면 사담길 25,043-542-8601
충청청,단양우체국,가곡우체국,27021,충청북도 단양군 가곡면 남한강로 528,0043-0422-8000
충청청,단양우체국,단양단성우체국,27025,충청북도 단양군 단성면 월악로 4664,0043-0422-0708
충청청,단양우체국,단양상진우편취급국,27013,충청북도 단양군 단양읍 삼봉로 109,043-423-4411
충청청,단양우체국,단양우체국,27010,충청북도 단양군 단양읍 중앙1로 36,043-422-2001
충청청,단양우체국,단양적성우체국,27014,충청북도 단양군 적성면 금수산로 961,0043-0423-7700
충청청,단양우체국,대강우체국,27027,충청북도 단양군 대강면 단양로 156-6,043-422-0221
충청청,단양우체국,매포우체국,27005,충청북도 단양군 매포읍 단양로 1917,0043-0422-4000
충청청,단양우체국,어상천우체국,27015,충청북도 단양군 어상천면 어상천로 941,0043-0423-6000
충청청,단양우체국,영춘우체국,27018,충청북도 단양군 영춘면 온달평강로 64,0043-0423-7676
충청청,대전둔산우체국,대전가수원동우체국,35385,대전광역시 서구 가수원로 109 (가수원동),042-541-2005
충청청,대전둔산우체국,대전갈마1동우편취급국,35277,대전광역시 서구 갈마로 62 (갈마동),042-526-9443
충청청,대전둔산우체국,대전갈마동우체국,35272,대전광역시 서구 갈마중로50번길 5 (갈마동),042-535-2007
충청청,대전둔산우체국,대전강변우편취급국,35396,"대전광역시 서구 정림동로7번길 22,134호(무지개상가) (정림동)",042-582-6610
충청청,대전둔산우체국,대전관저2동우체국,35371,대전광역시 서구 관저로 63 (관저동),042-545-2272
충청청,대전둔산우체국,대전관저동우체국,35364,대전광역시 서구 관저북로 26 (관저동),042-543-2005
충청청,대전둔산우체국,대전괴정동우체국,35287,대전광역시 서구 갈마로 196 (괴정동),042-522-2105
충청청,대전둔산우체국,대전기성동우편취급국,35426,대전광역시 서구 흑석3길 5 (흑석동),042-587-1002
충청청,대전둔산우체국,대전도마동우체국,35400,대전광역시 서구 계백로 1422 (도마동),042-582-2205
충청청,대전둔산우체국,대전도안동우편취급국,35368,"대전광역시 서구 도안동로 3, 114호 (도안동, 리더스프라자에이)",042-543-7464
충청청,대전둔산우체국,대전둔산2동우체국,35205,대전광역시 서구 청사로 279 (둔산동),042-488-4166
충청청,대전둔산우체국,대전둔산우체국,35239,대전광역시 서구 둔산로 111 (둔산동),042-611-1630
충청청,대전둔산우체국,대전만년동우체국,35201,대전광역시 서구 만년로 15 (만년동),042-482-9099
충청청,대전둔산우체국,대전법원우체국,35237,대전광역시 서구 둔산중로78번길 45 (둔산동),042-472-4370
충청청,대전둔산우체국,대전변동우체국,35322,대전광역시 서구 도산로 189 (변동),042-523-3385
충청청,대전둔산우체국,대전변정우편취급국,35317,대전광역시 서구 중반5길 115 1층 (변동),042-533-1600
충청청,대전둔산우체국,대전삼천가람우편취급국,35245,"대전광역시 서구 둔산로 201, 국화라이프아파트상가106호 (둔산동,라이프아파트)",042-482-5001
충청청,대전둔산우체국,대전용문동우체국,35307,대전광역시 서구 계룡로 669 (용문동),042-522-0205
충청청,대전둔산우체국,대전월평1동우체국,35226,대전광역시 서구 월평새뜸로4번길 110 (월평동),042-485-1955
충청청,대전둔산우체국,대전월평2동우체국,35211,대전광역시 서구 갈마역로 143-12 (월평동),042-483-6626
충청청,대전둔산우체국,대전월평하나로우편취급국,35210,"대전광역시 서구 청사로 5, 하나로아파트상가112호 (월평동,하나로아파트)",042-487-0954
충청청,대전둔산우체국,대전정림동우체국,35399,대전광역시 서구 정림로 4 (정림동),042-584-0291
충청청,대전둔산우체국,대전탄방동우편취급국,35251,"대전광역시 서구 문예로 16,106호(한가람아파트상가) (탄방동,한가람아파트)",0042-472-1164
충청청,대전둔산우체국,대전향촌우편취급국,35229,대전광역시 서구 둔산북로 36 (둔산동),042-472-8844
충청청,대전둔산우체국,목원대학교우편취급국,35349,대전광역시 서구 도안북로 88 (도안동),042-822-8740
충청청,대전둔산우체국,배재대학교우편취급국,35345,대전광역시 서구 배재로 155-40 (도마동),042-525-0335
충청청,대전둔산우체국,정부대전청사우체국,35208,대전광역시 서구 청사로 189 (둔산동),042-485-1433
충청청,서청주우체국,강내우체국,28172,충청북도 청주시 흥덕구 강내면 가로수로 554-1,043-233-2002
충청청,서청주우체국,서청주우체국,28426,충북 청주시 흥덕구 죽천로 109 (복대동),043-230-5720
충청청,서청주우체국,오송생명과학단지출장소,28159,충청북도 청주시 흥덕구 오송읍 오송생명1로194-41(커뮤니케이션 및 벤처연구센타),043-233-3401
충청청,서청주우체국,오송우체국,28168,충청북도 청주시 흥덕구 오송읍 가로수로 188-9,043-238-3190
충청청,서청주우체국,청주가경동우체국,28404,충북  청주시 흥덕구 풍년로 107-2 (가경동),043-236-0045
충청청,서청주우체국,청주강서동우체국,28376,"충청북도 청주시 흥덕구 가로수로1154번길 5-16 (강서동,청주강서동우체국)",043-231-2001
충청청,서청주우체국,청주개신동우체국,28608,충청북도 청주시 서원구 경신로 43 (개신동),043-235-2870
충청청,서청주우체국,청주공단우편취급국,28594,충청북도 청주시 흥덕구 내수동로 28,043-262-0005
충청청,서청주우체국,청주남이우체국,28182,충청북도 청주시 서원구 남이면 청남로 1201 (외천리),043-260-6001
충청청,서청주우체국,청주복대1동우체국,28416,충청북도 청주시 흥덕구 진재로47번길 12-2 (복대동),043-234-5596
충청청,서청주우체국,청주복지우편취급국,28658,충북 청주시 서원구 호국로3번길 3-16 (모충동),043-264-0003
충청청,서청주우체국,청주봉명동우체국,28570,충북  청주시 흥덕구 직지대로 604 (봉명동),043-268-6100
충청청,서청주우체국,청주분평동우체국,28794,충북  청주시 서원구 월평로 80 (분평동),043-295-0034
충청청,서청주우체국,청주사직동우체국,28556,충북  청주시 서원구 호국로 107 (사직동),043-262-0100
충청청,서청주우체국,청주사창동우체국,28567,충북  청주시 서원구 사직대로 143 (사창동),043-263-0100
충청청,서청주우체국,청주수곡1동우체국,28682,충북  청주시 서원구 구룡산로 309 (수곡동),043-284-0100
충청청,서청주우체국,청주수곡동우체국,28709,충북  청주시 서원구 청남로 2026 (수곡동),043-284-2003
충청청,서청주우체국,청주옥산우체국,28113,충청북도 청주시 흥덕구 옥산면 옥산시내1길 28,043-260-0001
충청청,서청주우체국,청주운천동우체국,28472,충북  청주시 흥덕구 사운로 231 (운천동),043-267-0100
충청청,서청주우체국,청주운천아파트우편취급국,28474,충청북도 청주시 흥덕구 1순환로 453 (신봉동),043-262-4650
충청청,서청주우체국,청주지방법원우체국,28624,"충청북도 청주시 서원구 산남로62번길 51 (산남동,청주지방법원)",043-283-0100
충청청,서청주우체국,청주하이닉스우편취급국,28429,충청북도 청주시 흥덕구 대신로 215 (향정동),043-280-2334
충청청,서청주우체국,충북대학교우편취급국,28644,"충청북도 청주시 서원구 충대로 1 (개신동,충북대학교)",043-261-3123
충청청,서청주우체국,한국교원대학교우편취급국,28173,충청북도 청주시 흥덕구 강내면 태성탑연로 250 (한국교원대학교),043-230-3901
충청청,서청주우체국,현도우체국,28215,"충청북도 청주시 서원구 현도면 선동1길 4 (선동리, 농협)",043-260-8001
충청청,동천안우체국,광덕우체국,31221,충청남도 천안시 동남구 광덕면 신흥리4길 50,041-567-0400
충청청,동천안우체국,동천안우체국,31198,충청남도 천안시 동남구 청수5로 10 (청당동),041-629-6310
충청청,동천안우체국,목천우체국,31231,충청남도 천안시 동남구 목천읍 서리1길 49,041-557-2400
충청청,동천안우체국,백석대학교우편취급국,31065,충청남도 천안시 동남구 문암로 76 (안서동),041-550-0730
충청청,동천안우체국,병천우체국,31254,충청남도 천안시 동남구 병천면 충절로 1732,041-564-1400
충청청,동천안우체국,수신우체국,31251,충청남도 천안시 동남구 수신면 수신로 445,041-522-3900
충청청,동천안우체국,천안단국대학교우편취급국,31116,충청남도 천안시 동남구 단대로 119 (안서동),0041-550-1123
충청청,동천안우체국,천안대흥동우체국,31128,충청남도 천안시 동남구 대흥로 258 (대흥동),041-555-6120
충청청,동천안우체국,천안대흥동우편취급국,31128,충청남도 천안시 동남구 대흥로 258 (대흥동),041-621-3353
충청청,동천안우체국,천안동면우체국,31258,충청남도 천안시 동남구 동면 동산1길 25,041-523-4400
충청청,동천안우체국,천안봉명동우체국,31152,충청남도 천안시 동남구 봉정로 26 (봉명동),041-573-2005
충청청,동천안우체국,천안북면우체국,31238,충청남도 천안시 동남구 북면 위례성로 661-5,041-553-3400
충청청,동천안우체국,천안상명대학교우편취급국,31066,"충청남도 천안시 동남구 상명대길 31 (안서동,상명대학교천안캠퍼스)",041-623-0197
충청청,동천안우체국,천안서부우편취급국,31176,충청남도 천안시 동남구 서부대로 281 (신방동),041-577-9665
충청청,동천안우체국,천안성남우체국,31245,충청남도 천안시 동남구 성남면 신사대화로 169,041-553-0400
충청청,동천안우체국,천안신계우편취급국,31233,충청남도 천안시 동남구 목천읍 충절로 813,041-558-9009
충청청,동천안우체국,천안신방동우체국,31207,충청남도 천안시 동남구 신방동 1908,041-415-2223
충청청,동천안우체국,천안신부동우체국,31120,충청남도 천안시 동남구 터미널8길 3 (신부동),041-552-3400
충청청,동천안우체국,천안오룡동우체국,31129,충청남도 천안시 동남구 영성로 69 (오룡동),041-551-2742
충청청,동천안우체국,천안원성동우편취급국,31187,"충청남도 천안시 동남구 고재10길 3, 101호 (원성동)",041-554-0770
충청청,동천안우체국,풍세우체국,31217,충청남도 천안시 동남구 풍세면 풍년길 50,041-566-7400
충청청,동천안우체국,한국기술교육대학교우편취급국,31253,충청남도 천안시 동남구 병천면 충절로 1600,041-560-1758
충청청,중부권광역우편물류센터,중부권광역우편물류센터,34708,대전광역시 동구 안골로 11 (구도동),042-714-7220
충청청,운송용기관리국,운송용기관리국,32840,충남 계룡시 두마면 사계로 184,042-602-1827
전남청,전남지방우정청,전남지방우정청,61945,광주광역시 서구 계수로 41 (유촌동),062-600-4651
전남청,북광주우체국,85군사출장소,61048,광주광역시 북구  사서함 85,062-264-1049
전남청,북광주우체국,광주각화동우편취급국,61165,광주광역시  북구 면앙로165번길 100-2 ( 각화동),062-265-4208
전남청,북광주우체국,광주동림동우체국,61096,광주광역시  북구 북문대로 238 (동림동),0062-513-6431
전남청,북광주우체국,광주동운동우편취급국,61117,광주광역시 북구 북문대로 2 (운암동),062-525-8865
전남청,북광주우체국,광주두암1동우체국,61197,광주광역시 북구 군왕로 95-1 (두암동),062-266-8956
전남청,북광주우체국,광주두암동우체국,61168,광주광역시 북구 동문대로 160 (두암2동),062-265-1596
전남청,북광주우체국,광주매곡동우체국,61064,광주광역시 북구 서하로 88 (매곡동),062-574-5017
전남청,북광주우체국,광주문흥동우체국,61129,광주광역시 북구 대천로 140-1 (문흥1동),062-268-1755
전남청,북광주우체국,광주밤실우편취급국,61203,광주광역시 북구 필문대로 77 (풍향동),062-263-5171
전남청,북광주우체국,광주본촌공단우편취급국,61091,광주광역시 북구 하서로241번길 3 (양산동),062-571-8209
전남청,북광주우체국,광주본촌동우체국,61027,광주광역시 북구 본촌마을길 95 (본촌동),062-571-1293
전남청,북광주우체국,광주북구청우체국,61187,광주광역시 북구 우치로 77 (용봉동),062-521-1475
전남청,북광주우체국,광주석곡동우편취급국,61140,광주광역시 북구 석곡로 605 (망월동),062-266-3399
전남청,북광주우체국,광주양산동우체국,61077,광주광역시 북구 하서로 349 (양산동),062-571-9181
전남청,북광주우체국,광주오치동우체국,61122,광주광역시 북구 서하로 241 (오치1동),062-264-2704
전남청,북광주우체국,광주용두동우편취급국,61019,광주광역시 북구 하서로423번길 24 (용두동),062-571-2151
전남청,북광주우체국,광주용봉금호우편취급국,61109,광주광역시 북구 비엔날레로 94 (용봉동),062-527-8001
전남청,북광주우체국,광주우산동우체국,61209,광주광역시 북구 동문대로65번길 14,062-262-9855
전남청,북광주우체국,광주운암동우체국,61258,광주광역시 북구 서강로54번길 30 (운암동),062-525-7128
전남청,북광주우체국,광주태봉우편취급국,61220,광주광역시 북구 서암대로 159 (신안동),062-525-7400
전남청,북광주우체국,북광주우체국,61057,광주광역시 북구 양일로 314 (삼각동),062-510-9114
전남청,북광주우체국,전남대학교우편취급국,61186,"광주광역시 북구 용봉로 77 (용봉동,전남대학교)",062-530-0710
전남청,광주우체국,광주광복우편취급국,61717,광주광역시 남구 회서로11번길 16-1 (주월동),062-672-2560
전남청,광주우체국,광주군분로우편취급국,61601,광주광역시 남구 군분로109번길 12 (월산동),062-366-6997
전남청,광주우체국,광주대성우편취급국,61645,광주광역시 남구 중앙로 66 (서동),062-673-7989
전남청,광주우체국,광주대촌동우체국,61751,광주광역시 남구 포충로 594 (지석동),062-374-4801
전남청,광주우체국,광주대학교우편취급국,61743,"광주광역시 남구 효덕로 277 (진월동,광주대학교)",062-671-7091
전남청,광주우체국,광주무등로우체국,61419,광주광역시 동구 무등로 298 (계림동),062-512-6379
전남청,광주우체국,광주방림동우체국,61665,광주광역시 남구 봉선중앙로134번길 16 (방림동),062-671-6090
전남청,광주우체국,광주백운동우체국,61657,광주광역시 남구 독립로 16 (백운동),062-673-1669
전남청,광주우체국,광주법원우체국,61441,"광주광역시 동구 준법로 7-12, 광주법원 구내 (지산동)",062-228-5185
전남청,광주우체국,광주봉선동우체국,61675,광주광역시 남구 봉선2로 49 (봉선동),062-672-0619
전남청,광주우체국,광주산수동우체국,61406,광주광역시 동구 무등로 467 (산수동),062-523-1338
전남청,광주우체국,광주샘우편취급국,61678,광주광역시 남구 용대로 189 (방림동),062-652-2208
전남청,광주우체국,광주소태동우편취급국,61503,광주광역시 동구 남문로 562 (소태동),062-222-5057
전남청,광주우체국,광주송하동우편취급국,61740,광주광역시 남구 송암로24번길 4 (송하동),062-674-0175
전남청,광주우체국,광주양림동우편취급국,61643,광주광역시 남구 백서로 49-1 (양림동),062-675-1423
전남청,광주우체국,광주우체국,61470,광주광역시 동구 제봉로 211 (대인동),062-231-0280
전남청,광주우체국,광주운림동우편취급국,61492,"광주광역시 동구 의재로 149-4 (운림동,무등스위트빌라 101동)",062-226-1192
전남청,광주우체국,광주월산동우체국,61631,광주광역시 남구 구성로76번길 2 (월산동),062-363-9021
전남청,광주우체국,광주주월동우편취급국,61687,"광주광역시 남구 봉선로19번길 31(주월동 1270-16) (주월동,성민안경)",062-672-0015
전남청,광주우체국,광주지원동우체국,61497,"광주광역시 동구 학소로 109 (소태동, 무등산골드클래스)",062-232-3885
전남청,광주우체국,광주진월동우체국,61725,광주광역시 남구 서문대로 737 (주월동),062-672-2646
전남청,광주우체국,광주충장로우체국,61483,광주광역시 동구 충장로 94 (충장로2가),062-231-8130
전남청,광주우체국,광주학동우체국,61489,광주광역시 동구 제봉로 31 (학동),062-224-5759
전남청,광주우체국,광주효덕우편취급국,61727,광주광역시 남구 서문대로 659,062-676-6572
전남청,광주우체국,조선대학교우편취급국,61452,"광주광역시 동구 조선대2길 11, 체육대학 1층",062-230-6185
전남청,서광주우체국,광주광천동우체국,61915,"광주광역시 서구 죽봉대로111번길 3, (광천동 60-25)",062-361-1174
전남청,서광주우체국,광주금호동우체국,62036,광주광역시 서구 운천로32번길 4 (금호동),062-383-0102
전남청,서광주우체국,광주농성동우체국,61981,광주광역시 서구 대남대로 481(농성동),062-363-9244
전남청,서광주우체국,광주동천동우체국,61903,"광주광역시 서구 하남대로710번길 8 (동천동,광주동천동우체국)",062-526-0557
전남청,서광주우체국,광주매월동우편취급국,62074,광주광역시 서구 매월2로 53 2-1광주산업용재유통센터 9동117호(매월동),062-603-1523
전남청,서광주우체국,광주명지아파트우편취급국,61969,광주광역시 서구 상무대로935번길 3-1(쌍촌동),062-373-3788
전남청,서광주우체국,광주무진로우체국,61945,광주광역시 서구 계수로 41(유촌동),062-600-4570
전남청,서광주우체국,광주상무1동우체국,61963,광주광역시 서구 상무평화로 110 (치평동),062-371-2005
전남청,서광주우체국,광주서구청우편취급국,61928,광주광역시 서구 경열로 33 광주광역시서구청(농성동),062-360-7556
전남청,서광주우체국,광주서창동우체국,62076,광주광역시 서구 눌재로 416 (세하동),062-373-4801
전남청,서광주우체국,광주송원우편취급국,61908,광주광역시 서구 화운로323번길 2(광천동),062-373-7999
전남청,서광주우체국,광주양동금호우편취급국,61925,광주광역시 서구 천변좌로 268 (양동),062-718-7007
전남청,서광주우체국,광주치평동우체국,61952,광주광역시 서구 치평로 63 (치평동)),062-382-9493
전남청,서광주우체국,광주풍암동우체국,62063,광주광역시 서구 풍암1로 31(풍암동),062-681-6988
전남청,서광주우체국,광주풍암마재우체국,62017,광주광역시 서구 회재로 909 (금호동),062-682-7012
전남청,서광주우체국,광주현대아파트우편취급국,61979,광주광역시 서구 화운로156번길 9 (화정동),062-363-9711
전남청,서광주우체국,서광주우체국,61997,광주광역시 서구 월드컵4강로 109 (화정동),062-603-7190
전남청,광주광산우체국,305군사우편 출장소,62452,"광주광역시 광산구 송도로114번길 53, (황룡동 제305군우 사서함)",062-941-4702
전남청,광주광산우체국,광주광산우체국,62363,광주광역시 광산구 사암로171번길 32 (우산동),062-949-2114
전남청,광주광산우체국,광주동곡동우체국,62461,광주광역시 광산구 동곡로185번길 17 (하산동),062-943-4703
전남청,광주광산우체국,광주본량동우체국,62204,광주광역시 광산구 평촌길 111 (남산동),062-943-9601
전남청,광주광산우체국,광주비아동우체국,62237,광주광역시 광산구 비아안길 74 (비아동),062-953-9011
전남청,광주광산우체국,광주삼도동우체국,62406,광주광역시 광산구 삼도로 340 (도덕동),062-943-7301
전남청,광주광산우체국,광주소촌동우편취급국,62389,"광주광역시 광산구 어등대로665번길 27 (소촌동, 서라아파트상가103호)",062-945-3110
전남청,광주광산우체국,광주송정동우체국,62430,광주광역시 광산구 광산로 35 (송정동),062-942-2005
전남청,광주광산우체국,광주신창동우체국,62250,광주광역시 광산구 신창로 61 (신창동),062-955-0085
전남청,광주광산우체국,광주운남동우체국,62319,광주광역시 광산구 목련로273번안길 7 (운남동),062-955-7311
전남청,광주광산우체국,광주월계동우편취급국,62269,광주광역시 광산구 산월로 9 (월계동),062-971-3638
전남청,광주광산우체국,광주월곡동우체국,62328,광주광역시 광산구 사암로340번안길 13 (월곡동),062-956-3656
전남청,광주광산우체국,광주임곡동우체국,62201,광주광역시 광산구 고봉로 804-1 (임곡동),062-952-8001
전남청,광주광산우체국,광주첨단동우체국,62276,광주광역시 광산구 첨단중앙로124번길 6 (월계동),062-971-9111
전남청,광주광산우체국,광주평동우체국,62420,광주광역시 광산구 평동로 799 (옥동),062-943-4701
전남청,광주광산우체국,광주하남2지구우체국,62335,광주광역시 광산구 용아로379번길 83 (산정동),062-961-8995
전남청,광주광산우체국,광주하남동우체국,62231,광주광역시 광산구 하남산단4번로 172 (장덕동),062-951-8501
전남청,광주광산우체국,호남대학교우편취급국,62399,"광주광역시 광산구 호남대길 20, 1층 (서봉동, 복지관)",062-943-2005
전남청,광주우편집중국,광주우편집중국,62278,광주광역시 광산구 앰코로 11 (쌍암동),062-600-9141
전남청,목포우체국,국립목포해양대학교우편취급국,58628,전라남도 목포시 해양대학로 91 (죽교동),061-240-7570
전남청,목포우체국,도초우체국,58852,전라남도 신안군 도초면 불섬길 32,061-275-1788
전남청,목포우체국,목포대양동우편취급국,58604,전라남도 목포시 산양로 42 (대양동),061-282-3133
전남청,목포우체국,목포대향우편취급국,58642,전라남도 목포시 상동로26번길 5 (상동),061-273-1248
전남청,목포우체국,목포산정동우체국,58652,전라남도 목포시 산정로 162 (용당동),061-273-5305
전남청,목포우체국,목포삼학도우체국,58743,전라남도 목포시 동명로 10 (산정동),061-243-4427
전남청,목포우체국,목포석현동우체국,58606,전라남도 목포시 영산로 674,061-278-2161
전남청,목포우체국,목포양동우체국,58718,전라남도 목포시 북항로 30 (양동),061-242-5205
전남청,목포우체국,목포연산동우체국,58633,전라남도 목포시 원산중앙로 98 (연산동),061-274-0104
전남청,목포우체국,목포영해동우편취급국,58753,전라남도 목포시 해안로249번길 5 (보광동1가),061-242-2332
전남청,목포우체국,목포옥암동우체국,58746,전라남도 목포시 통일대로 98 (옥암동),061-284-6701
전남청,목포우체국,목포용해동우체국,58647,전라남도 목포시 양을로 220 (용당동),061-273-2205
전남청,목포우체국,목포우성우편취급국,58691,전라남도 목포시 교육로 37 (상동),061-284-2202
전남청,목포우체국,목포우체국,58706,전라남도 목포시 영산로 288 (용당동),061-270-6352
전남청,목포우체국,목포원산정우편취급국,58635,전라남도 목포시 연산로101번길 11    B101호 (산정동),061-274-7100
전남청,목포우체국,목포유달산우체국,58729,전라남도 목포시 영산로 33 (대의동2가),061-243-2004
전남청,목포우체국,목포죽교동우체국,58714,전라남도 목포시 원산로 39 (산정동),061-279-4451
전남청,목포우체국,목포창평동우체국,58723,전라남도 목포시 수문로20번길 10 (창평동),061-242-9205
전남청,목포우체국,목포하당동우체국,58664,전라남도 목포시 비파로 101 (상동),061-283-2008
전남청,목포우체국,비금우체국,58846,전라남도 신안군 비금면 비금북부길 10,061-275-4788
전남청,목포우체국,비금우체국 도고출장소,58844,전라남도 신안군 비금면 비금북부길 965-1,061-275-5788
전남청,목포우체국,신의우체국,58857,전라남도 신안군 신의면 상동길 89,061-271-6788
전남청,목포우체국,안좌우체국,58839,전라남도 신안군 안좌면 김환기길 12-3,061-262-5788
전남청,목포우체국,암태우체국,58836,전라남도 신안군 암태면 장단고길 32,061-271-1788
전남청,목포우체국,압해우체국,58824,전라남도 신안군 압해읍 복룡로 10,061-271-0788
전남청,목포우체국,임자우체국,58802,전라남도 신안군 임자면 진리길 5-1,061-275-2788
