사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
해남군농업기술센터 동부농기계임대사업소,061-531-3838,전라남도 해남군 옥천면 흑석로 99,전라남도 해남군 옥천면 신계리 791-1,34.6091964548,126.6307380978,43,3,9,6,18,1,0,0,농업용굴착기(4)+농산물선별기(2)+동력배토기(4)+동력제초기(3)+동력예취기(1)+마늘쪽분리기(3)+동력파쇄기(2)+비닐피복기(2)+전동가위(1)+종자소독기(1)+차량용퇴비살포기(2)+파이프밴딩성형기(1)+인력식파종기(10),061-531-3838,전라남도 해남군농업기술센터,2024-11-29,4930000,전라남도 해남군
상서농기계임대사업소(본소),063-580-3981,전북특별자치도 부안군 상서면 내변산로 1840-5,전북특별자치도 부안군 상서면 통정리 380-3,35.7095182,126.6592985,118,28,54,26,42,42,2,1,파이프밴딩성형기(3)+동력제초기(6)+목재파쇄기(4)+전동가위(14)+농업용굴착기(3)+적심기(10)+동력살포기(8)+동력배토기(11)+동력예취기(9)+마늘쪽분리기(4)+마늘선별기(2)+항타기(5)+동력이식기(1)+농산물세척기(2)+종자코팅기(2)+탈망기(2),063-580-3833,전북특별자치도 부안군 농업기술센터,2025-01-03,4791000,전북특별자치도 부안군
남부권 농기계임대사업소,063-580-3156,전북특별자치도 부안군 보안면 와동안길 21-16,전북특별자치도 부안군 보안면 영전리 390-4,35.61273529,126.6715591,79,18,48,20,28,24,3,0,파이프밴딩성형기(2)+동력제초기(5)+목재파쇄기(4)+전동가위(3)+농업용굴착기(2)+적심기(3)+동력살포기(11)+동력배토기(5)+동력예취기(4)+마늘쪽분리기(4)+농산물선별기(1)+항타기(2)+양파정식기(2)+마늘줄기절단기(1),063-580-3833,전북특별자치도 부안군 농업기술센터,2025-01-03,4791000,전북특별자치도 부안군
동부권 농기계임대사업소,063-580-3060,전북특별자치도 부안군 동진면 신광로 20,전북특별자치도 부안군 동진면 하장리 1096,35.72783225,126.7760868,96,18,56,15,49,34,3,0,파이프밴딩성형기(2)+동력제초기(6)+목재파쇄기(4)+전동가위(5)+농업용굴착기(2)+적심기(3)+동력살포기(10)+동력배토기(12)+동력예취기(9)+마늘쪽분리기(2)+농산물선별기(2)+항타기(4)+동력이식기(1)+비닐피복기(2),063-580-3833,전북특별자치도 부안군 농업기술센터,2025-01-03,4791000,전북특별자치도 부안군
농업기계 임대사업장,054-974-0855,경상북도 칠곡군 약목면 동덕로 146,경상북도 칠곡군 약목면 동안리 831,36.0392069,128.3831681,186,42,29,23,33,7,17,2,161,054-979-8302,칠곡군농업기술센터,2022-12-12,5220000,경상북도 칠곡군
농기계임대사업 본소,033-680-3938,강원특별자치도 고성군 간성읍 간성북로 87,강원특별자치도 고성군 간성읍 신안리 390,38.38652918,128.4736581,62,7,21,10,31,6,2,6,,033-680-3536,강원특별자치도 고성군농업기술센터,2023-08-29,4341000,강원특별자치도 고성군
농기계임대사업 남부지소,033-680-4211,강원특별자치도 고성군 토성면 천금길 144,,38.27151016,128.5469982,80,5,24,10,29,3,3,0,,033-680-4211,강원특별자치도 고성군농업기술센터,2023-08-29,4341000,강원특별자치도 고성군
농기계임대사업 북부지소,033-680-4211,강원특별자치도 고성군 현내면 화진포서길 146,,38.47266654,128.4222597,68,5,29,11,27,2,2,0,,033-680-4191,강원특별자치도 고성군농업기술센터,2023-08-29,4341000,강원특별자치도 고성군
동부권,055-884-2688,경상남도 하동군 북천면 금천길 21,경상남도 하동군 북천면 직전리 556-10,,,27,11,29,6,5,2,0,0,농업용굴착기(2)+농기계용사다리(3)+농산물분쇄기(7)+농업용고압세척기(4)+농업용동력운반차(3)+농업용로우더(1)+농용파이프벤딩성형기(1)+동력분무기(1)+비료살포기(2)+동력상토조제기(1)+동력예취기(1)+동력제초기(1)+동력파쇄기(3)+스피드스프레이어(1)+콩정선기(1)+휴대용자동전동가위(3),055-884-2688,하동군 농업기술센터 농업소득과,2024-08-13,5440000,경상남도 하동군
남부권,055-883-2686,경상남도 하동군 고전면 죽전길 9,경상남도 하동군 고전면 고하리 154-1,,,48,14,15,4,4,2,2,3,농업용굴착기(2)+농기계용사다리(5)+농산물선별기(2)+농산물제피기(1)+농산물줄기절단기(1)+농업용고압세척기(1)+농업용로우더(1)+농용파이프벤딩성형기(2)+동력분무기(1)+비료살포기(4)+동력예취기(3)+동력제초기(2)+동력파쇄기(2)+마늘쪽분리기(2)+콩정선기(2)+탈망기(1)+휴대용전동가위(4),055-883-2686,하동군 농업기술센터 농업소득과,2024-08-13,5440000,경상남도 하동군
상주시농업기술센터 본소,054-537-5325,경상북도 상주시 발산로 71,경상북도 상주시 초산동 720-1,36.45434886,128.1682133,266,5,83,26,60,0,0,0,퇴비살포기(42)+감박피기및작업기(10)+농업용굴착기(11)+동력배토기(2)+탈곡기(46)+보행제초기(14)+승용제초기(16)+잔가지파쇄기(28)+탈망기(4)+휴대용전동가위(14)등,054-537-5322,경상북도 상주시청,2024-07-01,5110000,경상북도 상주시
동부분소,054-537-5344,경상북도 상주시 낙동면 신상1길 109,경상북도 상주시 낙동면 신상리 466,36.4045926,128.2381173,78,8,24,20,21,0,0,0,퇴비살포기(9)+감박피기및작업기(6)+농업용굴착기(6)+인력파종기(2)+동력배토기(2)+탈곡기(15)+보행제초기(6)+승용제초기(10)+잔가지파쇄기(20)+탈망기(3)+휴대용전동가위(8) 등,054-537-5322,경상북도 상주시청,2024-07-01,5110000,경상북도 상주시
서부분소,054-537-5353,경상북도 상주시 모서면 중화로 845,경상북도 상주시 모서면 삼포리 350-2,36.33825413,127.9627756,52,3,14,7,23,0,0,0,퇴비살포기(18)+감박피기및작업기(7)+농업용굴착기(5)+인력파종기(0)+동력배토기(2)+탈곡기(17)+보행제초기(3)+승용제초기(10)+잔가지파쇄기(23)+탈망기(3)+휴대용전동가위(7)등,054-537-5322,경상북도 상주시청,2024-07-01,5110000,경상북도 상주시
남부분소,054-537-5350,경상북도 상주시 공성면 남상주로 512,경상북도 상주시 공성면 평천리 631,36.29042718,128.0995841,52,4,17,7,20,0,0,0,퇴비살포기(8)+감박피기및작업기(2)+농업용굴착기(6)+인력파종기(0)+동력배토기(0)+탈곡기(17)+보행제초기(5)+승용제초기(9)+잔가지파쇄기(13)+휴대용전동가위(9)등,054-537-5322,경상북도 상주시청,2024-07-01,5110000,경상북도 상주시
농업기계 임대사업소 옥천분소,043-730-4915,충청북도 옥천군 옥천읍 옥천동이로 234,충청북도 옥천군 옥천읍 매화리 236-5,36.30004266,127.5954576,72,7,29,6,14,0,3,3,농용굴삭기(2)+농용동력운반차(2)+농용잔가지파쇄기(2)+동력예취기(4)+동력퇴비살포기(5)+콩예취기(1)+탈망기(1)+휴대용자동전동가위(2)+광역방제기(1)+승용예취기(2)+인력파종기(12)+볍씨발아기(1)+농용파이프밴딩성형기(1)+동력이식기(3)+농용고소작업차(1)+동력살포기(2)+다목적이식기(2)+은행탈피기(1)+상토쇄토기(2)+풍구(2)+잡곡수확기(1)+스키드스티어로우더(1),043-730-4915,옥천군농업기술센터,2024-09-24,4430000,충청북도 옥천군
농업기계 임대사업소 청산분소,043-730-4966,충청북도 옥천군 청산면 남부로 2257,충청북도 옥천군 청산면 지전리 343,36.34495851,127.7859398,65,6,21,7,21,0,3,1,농용굴삭기(2)+농용동력운반차(2)+농용잔가지파쇄기(2)+동력예취기(4)+동력퇴비살포기(3)+콩예취기(1)+탈망기(2)+휴대용자동전동가위(2)+소형일륜관리기(3)+승용예취기(1)+인력파종기(5)+볍씨발아기(1)+농용파이프밴딩성형기(1)+동력이식기(1)+동력살포기(3)+감박피기(2)+고구마동력이식기(1)+다목적이식기(1)+휴대용심토파쇄기(1)+풍구(2)+잡곡수확기(1)+땅콩탈피기(1)+인삼종자파종기(2),043-730-4966,옥천군농업기술센터,2024-09-24,4430000,충청북도 옥천군
농업기계 임대사업소 안남분소,043-730-4929,충청북도 옥천군 안남면 화학3길 63,충청북도 옥천군 안남면 화학리 630-1,36.37799798,127.6681356,39,7,15,7,11,0,2,0,농용굴삭기(2)+농용동력운반차(2)+농용잔가지파쇄기(2)+동력제초기(2)+동력퇴비살포기(2)+콩예취기(2)+콩정선기(3)+탈망기(1)+휴대용자동전동가위(2)+승용예취기(2)+인력파종기(5)+농용파이프밴딩성형기(1)+동력살포기(1)+점파식이식기(2)+풍구(2)+호두제피기(1)+감자선별기(1)+잡곡색채선별기(1),043-730-4929,옥천군농업기술센터,2024-09-24,4430000,충청북도 옥천군
아산시농업기술센터 농업기계임대사업소,041-537-3896,충청남도 아산시 염치읍 염성길 70-30,충청남도 아산시 염치읍 염성리 186-1,36.81571903,126.978084,139,43,114,41,111,0,19,0,농업용굴착기(12)+농업용로더(4)+동력배토기(8)+동력비닐피복기(1)+동력중경제초기(6)+미스트기(4)+볍씨발아기_전기(4)+사다리(30)+육묘파종기_전기(8)+인력비닐피복기(7)+인력파종기(17)+잔가지파쇄기_자주형(10)+전동가위(6)+종자선별기_콩(2)+참깨파종기_인력(10)+콩예취기(2)+탈망기_전기(4)+퇴비살포기_자주형(4)+파이프밴딩성형기_전기(2)+항타기(4),041-542-2235,충청남도 아산시청,2024-08-30,4520000,충청남도 아산시
농기계임대사업소,054-650-8200,경상북도 예천군 예천읍 도효자로 87-56,경상북도 예천군 예천읍 생천리 721-25,36.677143,128.461609,177,61,62,82,73,2,0,2,자주형잔가지파쇄기(23)+스피드스프레이어(6)+자주형승용제초기(8)+자주형콩수확기(16)+모터형콩탈곡기(12)+자주형농용굴삭기(9)+인력파종기(40)+모터형파이프밴딩성형기(5)+모터형탈망기(5)+SS기탑재형퇴비살포기(7)+자주형덩굴파쇄기(17)+모터형잡곡탈곡기(5)+엔진형콩탈곡기(10)+자주형보행제초기(10)+자주형야채이식기(3)+모터형풍구(10)+모터형땅콩탈곡기(1)+땅콩탈피기(1)+자주형참깨수확기(4)+자주형들깨탈곡기(2),054-650-8200,경상북도 예천군농업기술센터,2024-09-16,5230000,경상북도 예천군
남부농기계임대사업소,054-650-8144,경상북도 예천군 풍양면 삼강로 451-1,경상북도 예천군 풍양면 낙상리 205,36.5096399,128.302591,48,10,16,20,16,1,0,0,인력파종기(20)+농용굴삭기(1)+자주형콩탈곡기(1)+자주형야채이식기(1)+엔진형콩탈곡기(5)+자주형콩탈곡기(3)+보행제초기(3)+자주형퇴비살포기(1)+자주형잔가지파쇄기(3)+모터형잡곡탈곡기(1)+모터형파이프밴딩성형기(2)+자주형콩수확기(1)+모터형탈망기(1)+자주형동력배토기(4)+거치식풍구(1)+동력덩굴파쇄기(3)+동력파종기(1)+콩정선기(2)+부착형제초기(2)+부착형배토기(2),054-650-8144,경상북도 예천군농업기술센터,2024-09-16,5230000,경상북도 예천군
의성군농업기술센터(본소),054-830-6751,경상북도 의성군 봉양면 경북대로 5225,경상북도 의성군 봉양면 분토리 928,36.32302198,128.6462094,53,15,5,8,24,0,0,0,굴삭기(10)+농산물제피기(1)+마늘쪽분리기(3)+농산물선별기(4)+동력파쇄기(12)+사료작물수확기(2)+농업용로우더(1)+동력제초기(15)+콩범용수확기(1)+콩예취기(4)+탈망기(6)+퇴비살포기(3)+파이프벤딩성형기(2),054-830-6751,경상북도 의성군청,2024-09-13,5150000,경상북도 의성군
정읍시 농기계임대사업소 동부,063-539-6295,전북특별자치도 정읍시 옹동면 빗재로 12,전북특별자치도 정읍시 옹동면 비봉리 1667-7,35.61692725,126.9860217,35,21,10,17,5,10,0,0,감자수확기_수집형__SH-T1400(1)+경운기_DT-10DE및DT100N(10)+관리기_본체포함__AMC900SM및ASC-630(10)+논두렁조성기_트__AZ-700CH및SWL-450T(1)+논쟁기_트__YS-5P(2)+농업용운반차_HSW-LD1000및ACEⅢ(2)+농용굴삭기_TE1000및U-10-3S(3)+농축산방역기_SOL-E117(5)+다목적파종기_트__HG-400A(1)+다목적파종기_트__HG-800A(1)+동력분무기_SOL-750W4(10)+동력분무기_탑재형__SW1020VB(2)+동력살분무기_MD-6210(5)+동력살분무기_유__L3PSA(2)+동력예취기_HRM-70(2)+동력제초기_HR-900(2)+두둑성형기_DWL102-3및4(3)+들깨탈곡기_SWB5006A(2)+땅속작물수확기_트__HD-1000G및DSH1000(2)+땅속작물수확기_경__DRK-650및DS-1000(5)+땅속작물수확기_경__DR-700및DRG-900(3)+땅속작물수확기_트__DR-1400ST및HD-DS1500(1)+땅속작물수확기_트__DR-1300CA(3)+땅속작물수확기_트__HD-C1600G및DRGH-1650(2)+로타리_경__DT-10DE(3)+로타리_트__YJ215GM(1)+로터리_트__YJ175및DWR175MV(2)+밭쟁기_트__YS-3B(2)+배부식예취기_TB430S(10)+보리전용배토기_WJG-300및DWL104(3)+비닐피복기_관__AM-180(5)+비료살포기_트__EC-750및EC-5000H(3)+비료살포기_트__DPM-460H(2)+사다리_100㎏__BA-1235(2)+사다리_19㎏__BA-0710(0815)+및SW0820(10)+스키드로더_본체__DL-165및M60(1)+승용예취기_HA-RM970및RM950-4WD(1)+쇄토기_4조(1)+유기질살포기_IOD-900H(2)+잔가지파쇄기_HTI-WC100및DLK15TRC-H(1)+전동가위_FELCO820및INFACO(2)+진압기_트__트랙터부착식(1)+충전식분무기_EL696-3및BS720PC및PK400(2)+콩탈곡,063-539-6281,전북특별자치도 정읍시청,2025-01-01,4691000,전북특별자치도 정읍시
동송임대사업소(본소),033-450-5548,강원도 철원군 동송읍 장흥로 311,강원도 철원군 동송읍 장흥리 846,38.20350833,127.2501882,123,4,50,9,25,2,0,0,160,033-450-5548,동송임대사업소,2022-06-02,4301000,강원특별자치도 철원군
김화임대사업소(분소),033-450-5540,강원도 철원군 서면 약수로 25,강원도 철원군 서면 와수리 580-1,38.24644779,127.4292095,138,10,91,11,21,0,0,1,176,033-450-5540,김화임대사업소,2022-06-02,4301000,강원특별자치도 철원군
갈말임대사업소(분소),033-450-5681,강원도 철원군 갈말읍 태봉로 1500-9,강원도 철원군 문혜리 623-3,38.18642779,127.3237577,101,4,57,8,19,1,0,1,153,033-450-5681,갈말임대사업소,2022-06-02,4301000,강원특별자치도 철원군
북부농기임대사업소(분소),033-450-5684,강원도 철원군 동송읍 금강산로 681,강원도 철원군 동송읍 대위리 520,38.2454913339,127.2357184836,49,3,41,5,22,0,0,1,71,033-450-5684,북부임대사업소,2022-06-02,4301000,강원특별자치도 철원군
동부농기계임대사업소,063-290-3294,전북특별자치도 완주군 소양면 명덕로 130,전북특별자치도 완주군 소양면 명덕리 361-1,35.86735392,127.2125162,15,5,9,13,9,3,1,0,파쇄기(6)+ss퇴비살포기(3)+굴삭기(1)+방제기(10)+배토기(2)+예취기(4)+파종기(13)+비료농약살포기(5)+전동가위(1)+세척기(3)+마늘쪽분리기(1)+비닐피복기(3)+이식기(1)+볍씨탈망기(1)+스키로더(1)+파이프밴딩기(1)+,063-290-3280,전북특별자치도 완주군농업기술센터,2024-06-04,4721000,전북특별자치도 완주군
서부농기계임대사업소,063-290-3270,전북특별자치도 완주군 삼례읍 별산길 36,전북특별자치도 완주군 삼례읍 신금리 937-2,35.9180481,127.0951949,58,8,38,21,39,0,3,0,파쇄기(4)+ss퇴비살포기(1)+굴삭기(1)+방제기(3)+배토기(3)+예취기(3)+파종기(10)+비료농약살포기(2)+전동가위(1)+마늘쪽분리기(1)+비닐피복기(6)+볍씨탈망기(1)+파이프밴딩기(2)+박피기(1),063-290-3280,전북특별자치도 완주군농업기술센터,2024-06-04,4721000,전북특별자치도 완주군
남부농기계임대사업소,063-290-3308,전북특별자치도 완주군 구이면 구이로 1481,전북특별자치도 완주군 구이면 원기리 583-1,35.7314673,127.119047,29,7,13,8,16,0,4,0,파쇄기(1)+ss퇴비살포기(2)+방제기(1)+배토기(1)+예취기(5)+마늘선별기(1)+파종기(5)+비료농약살포기(2)+전동가위(1)+마늘쪽분리기(2)+비닐피복기(4),063-290-3280,전북특별자치도 완주군농업기술센터,2024-06-04,4721000,전북특별자치도 완주군
농기계임대사업소(춘양),054-679-6805,경상북도 봉화군 춘양면 춘양로 216,경상북도 봉화군 춘양면 춘양로 214,36.94032227,128.9182482,27,2,23,2,14,0,0,1,53(사다리(3)+동력제초기(13)+동력파쇄기(6)+장작제조기(2)+굴삭기(6)+콩정선기(2)+동력퇴비살포기(4)+곡물정선기(1)+승용관리기(2)+콩예취기(1)+파종기(12)+휴립피복기(1)),054-679-6825,경상북도 봉화군청,2024-11-20,5240000,경상북도 봉화군
농기계임대사업소(명호),054-679-6804,경상북도 봉화군 명호면 봉명로 1369,경상북도 봉화군 명호면 봉명로 1369,36.86253146,128.8846654,32,6,14,9,15,0,0,3,36(사다리(3)+동력제초기(5)+동력파쇄기(2)+장작제조기(1)+농용굴삭기(5)+동력퇴비살포기(4)+곡물정선기(1)+승용관리기(1)+콩예취기(1)+파종기(8),054-679-6825,경상북도 봉화군청,2024-11-20,5240000,경상북도 봉화군
신북읍사무소,033-245-5287,강원특별자치도 춘천시 신북읍 율문길 75,강원특별자치도 춘천시 신북읍 율문리 293-1,37.925584,127.745946,1,0,0,0,1,0,2,0,"자주형방재기(2,) 승용형제초기(2),고소작업차(1)",033-245-5287,강원특별자치도 춘천시 신북읍사무소,2024-11-22,4181000,강원특별자치도 춘천시
동면사무소,033-245-5331,강원특별자치도 춘천시 동면 가산로 69,강원특별자치도 춘천시 동면 지내리 209-15,37.91034112,127.7811107,8,2,3,1,1,0,1,0,자주형파쇄기(1),033-245-5331,강원특별자치도 춘천시 동면사무소,2024-11-22,4181000,강원특별자치도 춘천시
동산면사무소,033-245-5203,강원특별자치도 춘천시 동산면 조양길 270,강원특별자치도 춘천시 동산면 조양리 363-4,37.752334,127.796292,17,0,12,0,4,0,2,0,"자주형방재기(1), 승용제초기(1),자주형고소작업차(1),자주형파쇄기(1)",033-245-5203,강원특별자치도 춘천시 동산면사무소,2024-11-22,4181000,강원특별자치도 춘천시
동내면사무소,033-245-5394,강원특별자치도 춘천시 동내면 동내로 78,강원특별자치도 춘천시 동내면 신촌리 583-1,37.84789144,127.7611516,8,2,6,0,0,0,1,0,자주형고소작업차(1),033-245-5394,강원특별자치도 춘천시 동내면사무소,2024-11-22,4181000,강원특별자치도 춘천시
남면사무소,033-245-5205,강원특별자치도 춘천시 남면 충효로 1130-10,강원특별자치도 춘천시 남면 발산리 693,37.732161,127.599821,21,0,5,0,1,0,2,2,농용굴착기(1),033-245-5205,강원특별자치도 춘천시 남면사무소,2024-11-22,4181000,강원특별자치도 춘천시
나주시농기계임대사업소,061-339-2601,전라남도 나주시 동방1길 14,전라남도 나주시 동수동 144-21,34.980134,126.678681,620,53,115,32,98,7,28,0,,061-339-7444,전라남도 나주시청,2022-12-01,4830000,전라남도 나주시
공주시농업기계임대사업소(북부지소),041-840-2495,충청남도 공주시 신풍면 신풍길 35,충청남도 공주시 신풍면 산정리 336-1,36.5186311717,126.9547081998,52,13,17,12,12,0,0,0,승용관리기및부속작업기(7)+동력분무기(1)+잔가지파쇄기(2),041-840-2495,공주시농업기술센터,2022-11-21,4500000,충청남도 공주시
공주시농업기계임대사업소(남부지소),041-840-8725,충청남도 공주시 이인면 구부내로 321,충청남도 공주시 이인면 반송리 421-12,36.35200675,127.0960325,81,16,24,20,18,0,0,0,승용관리기및부속작업기(6)+동력분무기(1)+잔가지파쇄기(2),041-840-8725,공주시농업기술센터,2022-11-21,4500000,충청남도 공주시
경상북도 경산시 농정유통과 농기계팀 농기계임대사업소 본소(자인면),053-810-6716,경상북도 경산시 자인면 계정길 7,경상북도 경산시 자인면 북사리 514-2,35.81666212,128.8131865,50,36,43,14,37,9,0,0,농업용고소작업차(5)+과수인공교배기(3)+농업용굴삭기(10)+농업용지주설치기(12)+농산물선별기(7)+농산물세척기(3)+동력분무기(16)+동력살분무기(13)+동력살포기(7)+동력수확기(32)+동력예취기(0)+농업용동력운반차(0)+동력이식기(1)+동력제초기(60)+동력파쇄기(30)+농업용로우더(1)+마늘쪽분리기(5)+분무기(17)+비닐피복기(14)+농업용사다리(35)+스피드스프레이어(1)+농용양수기(16)+콩예취기(6)+퇴비살포기(15)+풍구(14)+휴대용자동전동가위(8)+휴대용비파괴당도측정기(6)+파이프밴딩기(1),053-810-6716,경상북도 경산시 농정유통과 농기계팀,2023-12-01,5130000,경상북도 경산시
경상북도 경산시 농정유통과 농기계팀 농기계임대사업소 지소(자인면),053-810-6718,경상북도 경산시 하양읍 한사들길 54-24,경상북도 경산시 하양읍 한사리 1160,35.92580026,128.833428,24,17,27,0,11,3,0,0,농업용고소작업차(1)+과수인공교배기(2)+농업용굴삭기(4)+농업용지주설치기(2)+농산물선별기(2)+농산물세척기(2)+동력분무기(2)+동력살포기(6)+동력살분무기(3)+동력수확기(7)+동력예취기(0)+농업용동력운반차(0)+동력이식기(0)+동력제초기(22)+동력파쇄기(10)+농업용로우더(0)+마늘쪽분리기(2)+분무기(6)+비닐피복기(8)+농업용사다리(11)+스피드스프레이어(0)+농용양수기(5)+콩예취기(2)+퇴비살포기(6)+풍구(6)+휴대용자동전동가위(0)+휴대용비파괴당도측정기(4)+파이프밴딩기(0),053-810-6718,경상북도 경산시 농정유통과 농기계팀,2023-12-01,5130000,경상북도 경산시
농기계임대사업소,041-950-6651,충청남도 서천군 마서면 장서로 689,충청남도 서천군 마서면 계동리 88-10,36.06226184,126.7060101,102,5,35,21,31,3,2,0,과실수집기(2)+농용굴착기(2)+농산물선별기(4)+콩적심기(2)+고소작업차(1)+농업용로우더(2)+파이프밴딩기(2)+동력살분무기(5)+동력제초기(2)+중경제초기(3)+동력파종기(3)+마늘쪽분리기(6)+무인항공방제기(1)+동력배토기(5)+잡곡수확기(1)+육묘용파종기(7)+고구마순제거관리기(9)+종자발아기(6)+종자소독기(2)+주행형분무기(1)+콩예취기(6)+탈망기(14)+동력퇴비살포기(2)+인력파종기(23),041-950-6651,충청남도 서천군농업기술센터,2023-12-08,4580000,충청남도 서천군
세종시농기계임대사업소,044-301-2525,세종특별자치시 연서면 쌍전길 27-31,세종특별자치시 연서면 쌍전리 667,36.573051475,127.282257329,167,18,161,36,93,5,0,6,농용굴삭기(10)+잔가지파쇄기(17)+승용예초기(20)+ss기퇴비살포기(7)+기타(409),044-301-2511,세종시농업기술센터,2024-02-08,5690000,세종특별자치시
무안군농업기술센터농기계임대사업소-일로분소,061-281-8990,전라남도 무안군 일로읍 백련로 112,전라남도 무안군 일로읍 용산리 1363,34.85240404,126.5077777,37,0,21,0,12,18,0,1,곡물적재함(1) 농업용굴착기(2) 논두렁조성기(2) 마늘선별기(1) 콩적심기(4) 농용파이프밴딩성형기(1) 동력배토기(보행)(6) 동력배토기(1) 동력분무기(7) 동력살분무기(3) 동력비료살포기(4) 동력이식기 양파 정식(이식)기(2) 동력이식기(1) 동력이식기야채이식기(1) 동력예취기(4) 동력제초기(4) 잔가지파쇄기(1) 마늘쪽분리기(1) 무논직파기(1) 볍씨발아기(7) 분무기(2) 승용붐스프레이어(1) 동력피복기(1) 인력비닐피복기(1) 승용비료살포기(1) 수확기(2) 동력예취기 전엽기(3) 농업진압기(1) 콩예취기(1) 탈망기(2) 농용트럭 퇴비살포기(1) 동력퇴비살포기(1) 농용트랙터 이랑쟁기(1) 휴대용자동전동가위(2),061-281-8990,전라남도 무안군 농업기술센터,2024-04-24,4950000,전라남도 무안군
무안군농업기술센터농기계임대사업소-해제분소,061-452-4020,전라남도 무안군 해제면 양간로 7,전라남도 무안군 해제면 신정리 124-1,35.11162983,126.2911244,48,0,18,3,11,17,0,1,농업용굴착기(2) 논두렁조성기(1) 마늘선별기(1) 콩적심기(4) 농용파이프밴딩성형기(1) 동력배토기(보행)(2) 동력배토기(1) 동력분무기(7) 동력살분무기(6) 동력비료살포기(6) 동력제초기(2) 동력이식기 양파 정식(이식)기(3) 동력이식기(1) 동력예취기(4) (잔가지)동력파쇄기(1) 마늘줄기절단기(1) 마늘쪽분리기(2) 무논직파기(1) 볍씨발아기(4) 분무기(2) 승용붐스프레이어(1) 동력피복기(1) 인력비닐피복기(1) 승용비료살포기(1) 심토파쇄기(1) 동력예취기 전엽기(4) 농업진압기(1) 콩예취기(1) 탈망기(1) 농용트럭 퇴비살포기(2) 동력퇴비살포기(1) 플라우(2) 휴대용자동전동가위(2),061-452-4020,전라남도 무안군 농업기술센터,2024-04-24,4950000,전라남도 무안군
함양군농기계임대사업소(남부권),055-960-5570,경상남도 함양군 휴천면 천왕봉로 2426,경상남도 함양군 휴천면 남호리 372,,,26,5,10,9,4,0,0,0,,055-960-5570,경상남도 함양군,2024-08-06,6480000,경상남도
함양군농기계임대사업소(서부권),055-960-5296,경상남도 함양군 백전면 백현길 28-2,경상남도 함양군 백전면 경백리 507,,,23,9,9,5,3,1,0,0,,055-960-5296,경상남도 함양군,2024-08-06,6480000,경상남도
거창군농기계임대사업소(본소),055-940-8218,경상남도 거창군 거창읍 거함대로 3322,경상남도 거창군 거창읍 대평리 1359-19,,,127,33,68,29,40,1,18,0,,055-940-8218,경상남도 거창군,2024-08-06,6480000,경상남도
북부권역 농기계임대사업소,055-940-7396,경상남도 거창군 주상면 당대고개길 86,경상남도 거창군 주상면 도평리 461-3,,,51,18,26,11,11,0,5,0,,055-940-7396,경상남도 거창군,2024-08-06,6480000,경상남도
수승대권역 농기계임대사업소,055-940-7596,경상남도 거창군 위천면 송계로 326-31,경상남도 거창군 위천면 장기리 269-9,,,40,19,28,13,11,0,5,0,,055-940-7596,경상남도 거창군,2024-08-06,6480000,경상남도
동부권역 농기계임대사업소,055-940-7846,경상남도 거창군 가조면 가북로 20,경상남도 거창군 가조면 장기리 1569,,,61,18,28,25,11,0,4,0,,055-940-7846,경상남도 거창군,2024-08-06,6480000,경상남도
남부권역 농기계임대사업소,055-940-7796,경상남도 거창군 신원면 신차로 3013,경상남도 거창군 신원면 과정리 967,,,31,16,26,11,9,1,2,0,,055-940-7796,경상남도 거창군,2024-08-06,6480000,경상남도
농기계임대사업소(본소),054-931-8272,경상북도 성주군 대가면 참별로 2479,경상북도 성주군 대가면 옥성리 197,35.91568328,128.2529061,52,7,7,6,11,0,0,0,22,054-933-1621,경상북도 성주군 농업기술센터,2020-07-10,5210000,경상북도 성주군
농기계임대사업소(서부분소),054-930-8088,경상북도 성주군 수륜면 참별로 1363,경상북도 성주군 수륜면 수성리 184,35.86809217,128.1830156,41,7,5,6,12,1,0,0,20,054-933-1621,경상북도 성주군 농업기술센터,2020-07-10,5210000,경상북도 성주군
장성군농업기술센터농기계임대사업소,061-390-8512,전라남도 장성군 장성읍 단풍로 220,전라남도 장성군 장성읍 유탕리 1391-1,35.32156788,126.8020469,66,12,48,10,23,4,0,0,휴대용전동가위13+승용제초기13+잔가지파쇄기9+동력운반차8+콩파종기7+농용굴삭기7+동력살분무기6+동력분무기6+농용고압세척기5+자주형퇴비살포기4+상차용2톤분무기4+딸기고설배지파쇄기4 등,061-390-8512,전라남도 장성군 농업기술센터,2024-05-01,4980000,전라남도 장성군
장성군농업기술센터농기계임대사업소 서부분소,061-390-7191,전라남도 장성군 삼계면 영장로 1620-82,전라남도 장성군 삼계면 사창리 427-1,35.25686685,126.659414,42,13,40,9,20,2,0,0,콩파종기15+휴대용전동가위10+승용제초기10+잔가지파쇄기7+동력운반차5+과수인공교배기5+자주형퇴비살포기4+육묘용파종기4+상차용2톤분무기+농용굴삭기4+농용고압세척기4 등,061-390-7191,전라남도 장성군 농업기술센터,2024-05-01,4980000,전라남도 장성군
